,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
930,4119423,na,Autos = Adults (18 yrs or older),2,77.732175,21
931,4119469,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,148.89439,6
932,4119528,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,115.58431000000002,2
933,4119531,na,Autos = Adults (18 yrs or older),2,66.743625,4
934,4119561,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,116.005125,20
935,4119572,"5 More than $100,000",Autos = Adults (18 yrs or older),2,140.9843,4
936,4119592,na,Autos > Adults (18 yrs or older),1,86.09094,5
937,4119616,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,470.35485,12
938,4119625,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,64.11628,10
939,4119650,"5 More than $100,000",Autos < Adults (18 yrs or older),4,196.572725,23
940,4119657,"5 More than $100,000",Autos = Adults (18 yrs or older),4,346.34159,18
941,4119672,"1 Less than $20,000",0,1,253.93452000000002,4
942,4119707,"5 More than $100,000",Autos = Adults (18 yrs or older),4,182.81926,16
943,4119745,"5 More than $100,000",Autos = Adults (18 yrs or older),3,132.38759,25
944,4119758,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,181.088315,12
945,4119804,na,Autos = Adults (18 yrs or older),3,123.60966,2
946,4119807,"5 More than $100,000",Autos = Adults (18 yrs or older),3,121.27486,22
947,4119809,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,56.63644,18
948,4119863,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,242.3842,14
949,4119870,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,56.63644,14
950,4119946,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),6,257.620005,69
951,4119950,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,107.96951999999999,4
952,4119951,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,200.19359,2
953,4119962,na,Autos < Adults (18 yrs or older),4,383.33849,15
954,4119972,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,115.897755,6
955,4119980,"5 More than $100,000",Autos = Adults (18 yrs or older),2,88.97348000000001,13
956,4119982,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,355.32866,42
957,4120019,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,79.916765,11
958,4120036,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,134.52012,4
959,4120074,na,Autos = Adults (18 yrs or older),2,49.81617,10
960,4120094,"5 More than $100,000",Autos = Adults (18 yrs or older),4,215.385065,14
961,4120111,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,1044.62612,5
962,4120136,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,185.59948,12
963,4120186,"5 More than $100,000",Autos = Adults (18 yrs or older),3,118.54428,34
964,4120253,"5 More than $100,000",Autos > Adults (18 yrs or older),2,140.9843,14
965,4120279,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,119.94635,3
966,4120318,"5 More than $100,000",Autos = Adults (18 yrs or older),4,168.41603,66
967,4120330,"4 $60,000 -  $99,999",0,1,205.58435,2
968,4120350,"5 More than $100,000",Autos = Adults (18 yrs or older),3,108.98584,23
969,4120374,na,0,1,290.91695,6
970,4120389,"5 More than $100,000",Autos > Adults (18 yrs or older),5,227.12989,20
971,4120426,"5 More than $100,000",Autos = Adults (18 yrs or older),4,98.0546,8
972,4120519,"5 More than $100,000",Autos = Adults (18 yrs or older),5,253.626825,34
973,4120522,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,96.58105,4
974,4120550,"5 More than $100,000",Autos > Adults (18 yrs or older),2,108.12771000000001,13
975,4120554,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.006985,4
976,4120555,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,231.79551,8
977,4120575,"5 More than $100,000",Autos = Adults (18 yrs or older),2,40.390535,18
978,4120629,na,Autos = Adults (18 yrs or older),1,139.116415,6
979,4120634,"5 More than $100,000",Autos = Adults (18 yrs or older),1,26.144804999999998,4
980,4120678,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,0.00406,14
981,4120685,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,108.63136499999999,8
982,4120703,"5 More than $100,000",Autos = Adults (18 yrs or older),2,10.184385,21
983,4120721,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,136.35963,5
984,4120789,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,95.7862,24
985,4120826,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,191.41584,4
986,4120855,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,1854.0325050000001,9
987,4120858,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,107.96951999999999,7
988,4120880,"5 More than $100,000",Autos = Adults (18 yrs or older),4,88.62422,4
989,4120889,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,352.69186,10
990,4120898,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,160.09942,12
991,4120911,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,68.56496,4
992,4120961,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.006985,6
993,4120978,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,81.78907,6
994,4120982,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,290.91695,6
995,4121040,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,96.58105,4
996,4121045,na,Autos < Adults (18 yrs or older),3,72.116895,18
997,4121065,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,456.69280999999995,26
998,4121145,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,115.58431000000002,4
999,4121149,"1 Less than $20,000",0,2,73.0332,9
1000,4121158,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,40.894535,2
1001,4121159,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,231.79551,4
1002,4121167,"3 $35,000 - $59,999",0,1,137.97706000000002,3
1003,4121237,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,307.89277000000004,13
1004,4121242,"5 More than $100,000",Autos = Adults (18 yrs or older),1,103.00684,5
1005,4121280,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,205.58435,4
1006,4121359,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,128.11025,2
1007,4121396,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,99.32844,10
1008,4121405,"5 More than $100,000",Autos = Adults (18 yrs or older),4,430.77013,10
1009,4121449,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,189.87281000000002,2
1010,4121467,"5 More than $100,000",Autos > Adults (18 yrs or older),5,183.27045,40
1011,4121491,"5 More than $100,000",Autos = Adults (18 yrs or older),2,207.84884,13
1012,4121494,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,185.06073,8
1013,4121520,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,320.42062999999996,17
1014,4121533,"5 More than $100,000",Autos < Adults (18 yrs or older),5,325.29937,34
1015,4121593,"5 More than $100,000",Autos > Adults (18 yrs or older),2,71.144475,30
1016,4121632,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),5,643.62465,22
1017,4121650,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,97.15449,9
1018,4121700,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,107.96951999999999,2
1019,4121737,"5 More than $100,000",Autos > Adults (18 yrs or older),2,43.5486,10
1020,4121741,"1 Less than $20,000",0,1,145.458475,4
1021,4121766,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,49.503195,18
1022,4121776,na,Autos = Adults (18 yrs or older),2,20.36877,13
1023,4121823,na,Autos < Adults (18 yrs or older),3,84.88535999999999,21
1024,4121883,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,82.19008000000001,20
1025,4121895,"5 More than $100,000",Autos > Adults (18 yrs or older),1,86.09094,6
1026,4121929,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,95.53269499999999,30
1027,4121958,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,340.71015,8
1028,4121968,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,297.38672,9
1029,4121997,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,102.792175,6
1030,4122060,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,107.96951999999999,7
1031,4122075,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,438.1484,16
1032,4122086,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,225.56283,4
1033,4122144,"5 More than $100,000",Autos > Adults (18 yrs or older),2,44.486740000000005,11
1034,4122168,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,79.916765,6
1035,4122239,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,88.38093,6
1036,4122248,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,16.36135,6
1037,4122253,"5 More than $100,000",Autos < Adults (18 yrs or older),2,28.618009999999998,15
1038,4122268,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,76.46882,30
1039,4122298,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,72.63546,6
1040,4122312,na,Autos = Adults (18 yrs or older),2,43.690275,19
1041,4122319,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,182.00551000000002,6
1042,4122335,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,69.32975,16
1043,4122444,"1 Less than $20,000",Autos < Adults (18 yrs or older),4,508.56378,23
1044,4122463,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,134.83625,2
1045,4122492,"5 More than $100,000",Autos = Adults (18 yrs or older),3,306.39553,10
1046,4122526,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,1839.75162,4
1047,4122542,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,308.3207,20
1048,4122601,"5 More than $100,000",Autos = Adults (18 yrs or older),4,134.35055,22
1049,4122627,"5 More than $100,000",Autos = Adults (18 yrs or older),1,51.50342,4
1050,4122679,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,34.069155,15
1051,4122681,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,68.98853000000001,10
1052,4122714,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,117.45875,6
1053,4122734,na,Autos = Adults (18 yrs or older),4,256.22123999999997,18
1054,4122788,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,228.34640499999998,52
1055,4122798,"5 More than $100,000",Autos = Adults (18 yrs or older),5,292.08835,23
1056,4122802,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,151.18386999999998,9
1057,4122829,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,134.83625,13
1058,4122879,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,321.812325,32
1059,4122885,na,Autos = Adults (18 yrs or older),1,280.21103,3
1060,4122911,na,Autos = Adults (18 yrs or older),2,48.01397,9
1061,4122934,na,Autos = Adults (18 yrs or older),2,2.070075,19
1062,4122935,na,Autos = Adults (18 yrs or older),1,121.26331,6
1063,4122985,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,100.55424000000001,3
1064,4122993,"5 More than $100,000",Autos = Adults (18 yrs or older),2,108.12771000000001,11
1065,4123008,"5 More than $100,000",Autos < Adults (18 yrs or older),3,128.68157,6
1066,4123045,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,61.95995500000001,21
1067,4123046,na,Autos > Adults (18 yrs or older),1,100.096795,11
1068,4123086,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,229.03182,3
1069,4123100,"5 More than $100,000",Autos = Adults (18 yrs or older),2,94.18299999999999,4
1070,4123130,"1 Less than $20,000",0,1,134.52012,3
1071,4123137,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,64.11628,11
1072,4123199,"5 More than $100,000",Autos = Adults (18 yrs or older),2,71.144475,35
1073,4123239,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,297.78878,5
1074,4123259,"2 $20,000 - $34,999",0,1,145.458475,7
1075,4123268,"5 More than $100,000",Autos = Adults (18 yrs or older),4,182.81926,13
1076,4123269,"1 Less than $20,000",Autos < Adults (18 yrs or older),5,2122.31924,21
1077,4123272,na,Autos = Adults (18 yrs or older),1,92.32231999999999,2
1078,4123318,"5 More than $100,000",Autos < Adults (18 yrs or older),5,228.70381,52
1079,4123347,"5 More than $100,000",Autos = Adults (18 yrs or older),1,92.2239,6
1080,4123361,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,710.65732,14
1081,4123400,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,75.952865,7
1082,4123418,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,150.822145,18
1083,4123428,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,182.00551000000002,9
1084,4123438,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,249.4732,20
1085,4123444,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,85.4549,7
1086,4123471,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,56.63644,4
1087,4123567,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,143.37579,3
1088,4123570,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,229.45971,16
1089,4123589,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,152.87935,10
1090,4123671,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,149.19651000000002,4
1091,4123737,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,282.08045,14
1092,4123762,"1 Less than $20,000",Autos < Adults (18 yrs or older),5,1330.00756,18
1093,4123794,na,Autos = Adults (18 yrs or older),2,61.95995500000001,32
1094,4123832,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,225.39414,8
1095,4123848,"5 More than $100,000",Autos = Adults (18 yrs or older),2,45.78968,15
1096,4123871,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,202.00007,5
1097,4123879,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),5,643.62465,16
1098,4123926,"5 More than $100,000",Autos > Adults (18 yrs or older),2,70.49215,6
1099,4123983,"5 More than $100,000",Autos = Adults (18 yrs or older),2,119.58606,12
1100,4124024,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,67.418125,25
1101,4124054,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,254.73115,17
1102,4124061,"5 More than $100,000",Autos = Adults (18 yrs or older),5,394.9462,18
1103,4124115,"5 More than $100,000",Autos > Adults (18 yrs or older),2,28.227840000000004,8
1104,4124120,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,85.4549,8
1105,4124142,"5 More than $100,000",Autos = Adults (18 yrs or older),2,54.35281,12
1106,4124152,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,70.268375,9
1107,4124204,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,388.732865,68
1108,4124249,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,153.94638500000002,19
1109,4124268,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,1847.1293699999999,4
1110,4124273,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,115.6795,3
1111,4124288,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,188.7719,6
1112,4124369,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,99.00639,10
1113,4124371,na,Autos = Adults (18 yrs or older),2,70.7201,12
1114,4124372,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,294.46594,13
1115,4124383,na,Autos = Adults (18 yrs or older),1,57.83975,10
1116,4124465,"1 Less than $20,000",0,1,115.897755,5
1117,4124467,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,68.13831,18
1118,4124468,"5 More than $100,000",Autos = Adults (18 yrs or older),5,150.86543999999998,16
1119,4124484,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,208.17571999999998,8
1120,4124549,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,80.597565,18
1121,4124555,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,213.3919,6
1122,4124577,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,229.45971,16
1123,4124598,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,76.46882,21
1124,4124600,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,844.213515,9
1125,4124606,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,98.31679,13
1126,4124619,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,119.94635,5
1127,4124657,"5 More than $100,000",Autos < Adults (18 yrs or older),3,123.60966,8
1128,4124664,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,149.19651000000002,2
1129,4124706,"5 More than $100,000",Autos = Adults (18 yrs or older),2,94.18299999999999,12
1130,4124711,"5 More than $100,000",Autos < Adults (18 yrs or older),2,378.34109,11
1131,4124724,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),5,456.69280999999995,28
1132,4124763,"1 Less than $20,000",0,1,278.23283,2
1133,4124847,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,194.23653000000002,11
1134,4124852,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,32.422779999999996,19
1135,4124906,"5 More than $100,000",Autos = Adults (18 yrs or older),2,47.091499999999996,15
1136,4124918,"5 More than $100,000",Autos = Adults (18 yrs or older),3,108.98584,21
1137,4124947,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,79.18509,7
1138,4124953,na,Autos = Adults (18 yrs or older),2,80.78107,4
1139,4124978,"5 More than $100,000",Autos = Adults (18 yrs or older),4,177.24844,25
1140,4124985,na,Autos = Adults (18 yrs or older),2,27.27492,15
1141,4124994,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,151.90573,8
1142,4125001,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,422.24258,2
1143,4125011,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,41.870509999999996,9
1144,4125015,na,0,1,269.04024,3
1145,4125073,"5 More than $100,000",Autos = Adults (18 yrs or older),4,91.40963,18
1146,4125165,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,212.09422,16
1147,4125175,"5 More than $100,000",Autos = Adults (18 yrs or older),4,117.64251000000002,40
1148,4125185,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,385.29573,18
1149,4125217,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),6,381.551395,54
1150,4125227,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,184.64463999999998,4
1151,4125228,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,174.187035,19
1152,4125253,"5 More than $100,000",Autos < Adults (18 yrs or older),3,285.40641,15
1153,4125327,"5 More than $100,000",Autos = Adults (18 yrs or older),3,242.54972,2
1154,4125366,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,96.5234,26
1155,4125403,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,44.031459999999996,17
1156,4125409,na,Autos = Adults (18 yrs or older),2,19.138115,12
1157,4125411,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,63.706134999999996,13
1158,4125440,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,63.706134999999996,10
1159,4125496,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),5,900.0056300000001,24
1160,4125508,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,83.25546999999999,2
1161,4125522,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,436.53472,12
